restaurant_id,restaurant_name,location_area,cuisine_type,price_range,avg_cost_for_two,ambience_type,overall_rating,popular_dishes,has_home_delivery,has_vegetarian_options,is_family_friendly,contact_number,address,opening_hours,years_in_business,total_reviews
1583,KFC Hotel,Thudiyalur,Chinese,$,457,Family-style,4.5,"Schezwan Fried Rice, Spring Rolls, Hot & Sour Soup, Hakka Noodles",Yes,Yes,Yes,0422-281957,"113, Main Road, Thudiyalur, Coimbatore - 641088",11:00 AM to 11:00 PM,5,4471
1584,Geetha Canteen Sweet Shop,Avinashi Road,South Indian,$$$,2541,Family-style,5.0,"Idli Sambar, Masala Dosa, Uttapam, Bisi Bele Bath",Yes,Yes,Yes,0422-294086,"235, Main Road, Avinashi Road, Coimbatore - 641047",8:00 AM to 11:00 PM,11,3436
1585,Junior Kuppanna Restaurant,Avinashi Road,South Indian,$$$,1886,Casual,4.5,"Idli Sambar, Filter Coffee, Kesari Bath, Vada",Yes,Yes,Yes,0422-232415,"35, Main Road, Avinashi Road, Coimbatore - 641044",7:00 AM to 11:00 PM,21,3332
1586,Sree Annapoorna,Avinashi Road,South Indian,$,725,Family-style,4.3,"Filter Coffee, Masala Dosa, Kesari Bath, Rava Dosa",Yes,Yes,Yes,0422-251265,"199, Main Road, Avinashi Road, Coimbatore - 641087",9:00 AM to 11:00 PM,14,4247
1587,Anjappar Fast Food,Peelamedu,Biryani,$$$$,3881,Casual,4.2,"Egg Biryani, Ambur Biryani, Prawn Biryani, Hyderabadi Biryani",Yes,Yes,No,0422-292127,"519, Near Hope College, Peelamedu, Coimbatore - 641041",10:00 AM to 10:00 PM,16,3274
1588,Mohan's Biryani Family Restaurant,Avinashi Road,Mexican,$$,1257,Casual,3.9,"Quesadilla, Burritos",Yes,Yes,Yes,0422-282564,"86, Main Road, Avinashi Road, Coimbatore - 641022",11:00 AM to 10:00 PM,7,4062
1589,Madurai Kumar Mess Family Restaurant,Gandhipuram,Chettinad,$,679,Casual,4.6,"Fish Fry, Pepper Chicken, Kola Urundai",No,Yes,Yes,0422-253285,"275, Near Lakshmi Mills, Gandhipuram, Coimbatore - 641098",8:00 AM to 12:00 AM,26,4053
1590,McDonald's Barbecue,Peelamedu,Italian,$$,1184,Casual,3.9,"Pasta Alfredo, Pizza Margherita, Risotto, Bruschetta",No,Yes,No,0422-225869,"891, Opposite CIT College, Peelamedu, Coimbatore - 641024",7:00 AM to 11:00 PM,16,1448
1591,AB's Absolute Barbecues,Ukkadam,Kerala,$$,1245,Modern,4.2,"Appam Stew, Beef Fry, Kappa & Meen Curry",Yes,Yes,No,0422-242255,"630, Main Road, Ukkadam, Coimbatore - 641057",11:00 AM to 12:00 AM,6,1209
1592,The French Door Fast Food,Saibaba Colony,North Indian,$$,1537,Modern,4.0,"Dal Makhani, Tandoori Chicken",Yes,Yes,Yes,0422-262111,"326, Near PSG Tech, Saibaba Colony, Coimbatore - 641063",8:00 AM to 10:00 PM,16,599
1593,Barbeque Nation Mess,Gandhipuram,Desserts,$$$,2759,Family-style,4.7,"Rasmalai, Gulab Jamun, Cheesecake",No,Yes,Yes,0422-245214,"15, Near Brookefields Mall, Gandhipuram, Coimbatore - 641034",9:00 AM to 11:00 PM,27,3541
1594,Black Pearl Fast Food,Peelamedu,Chettinad,$$,956,Casual,4.3,"Kola Urundai, Karaikudi Mutton, Chettinad Chicken, Fish Fry",Yes,Yes,Yes,0422-216607,"602, Near Hope College, Peelamedu, Coimbatore - 641092",10:00 AM to 11:00 PM,19,4901
1595,Mughal Darbar Darbar,Podanur,Chettinad,$,346,Modern,4.6,"Karaikudi Mutton, Kola Urundai",Yes,Yes,Yes,0422-200032,"332, Main Road, Podanur, Coimbatore - 641019",7:00 AM to 10:00 PM,17,3651
1596,A2B Family Restaurant,Singanallur,Chinese,$$,1163,Casual,4.0,"Dumplings, Hot & Sour Soup, Schezwan Fried Rice",Yes,Yes,Yes,0422-228036,"979, Main Road, Singanallur, Coimbatore - 641031",9:00 AM to 12:00 AM,5,3631
1597,The Eatery Mess,Singanallur,Chettinad,$$,825,Traditional,4.1,"Kola Urundai, Fish Fry, Karaikudi Mutton",Yes,Yes,Yes,0422-255584,"219, Main Road, Singanallur, Coimbatore - 641088",11:00 AM to 10:00 PM,13,3115
1598,A2B,Avinashi Road,South Indian,$,468,Casual,3.8,"Masala Dosa, Uttapam",Yes,Yes,Yes,0422-279531,"280, Main Road, Avinashi Road, Coimbatore - 641014",9:00 AM to 12:00 AM,16,3312
1599,Sri Krishna Sweets,Saibaba Colony,South Indian,$,532,Family-style,4.0,"Masala Dosa, Kesari Bath, Uttapam, Rava Dosa",Yes,Yes,Yes,0422-213616,"379, Near PSG Tech, Saibaba Colony, Coimbatore - 641013",11:00 AM to 12:00 AM,5,1499
1600,A2B Hotel,Gandhipuram,Multi-Cuisine,$$,1673,Casual,4.5,"Thali, Pasta, Mocktails, Dessert Platter",Yes,No,Yes,0422-241481,"174, Near Brookefields Mall, Gandhipuram, Coimbatore - 641085",9:00 AM to 12:00 AM,1,3352
1601,Haribhavanam,Saibaba Colony,Chinese,$$$,2153,Family-style,4.7,"Spring Rolls, Hot & Sour Soup, American Chopsuey, Hakka Noodles",Yes,Yes,Yes,0422-222671,"765, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641010",9:00 AM to 11:00 PM,18,2922
1602,Geetha Canteen Barbecue,Singanallur,South Indian,$,395,Casual,3.8,"Pongal, Idli Sambar",Yes,Yes,No,0422-201368,"223, Main Road, Singanallur, Coimbatore - 641091",9:00 AM to 11:00 PM,3,2071
1603,Barbeque Nation Bhavan,Saibaba Colony,North Indian,$$,943,Family-style,4.5,"Chole Bhature, Paneer Butter Masala, Naan",Yes,Yes,No,0422-226112,"303, Near PSG Tech, Saibaba Colony, Coimbatore - 641043",10:00 AM to 11:00 PM,3,4063
1604,Sri Sabareesh Barbecue,Saravanampatti,North Indian,$$$,2118,Family-style,4.9,"Naan, Butter Chicken, Chole Bhature, Biryani",Yes,Yes,Yes,0422-289393,"213, Near KMCH Hospital, Saravanampatti, Coimbatore - 641053",11:00 AM to 12:00 AM,27,2253
1605,A2B,Avinashi Road,South Indian,$,543,Casual,4.4,"Bisi Bele Bath, Pongal",Yes,Yes,Yes,0422-277121,"923, Main Road, Avinashi Road, Coimbatore - 641014",9:00 AM to 12:00 AM,4,2989
1606,Saravana Bhavan Sweet Shop,Gandhipuram,Multi-Cuisine,$$$,2427,Casual,5.0,"Grilled Chicken, Pasta",Yes,Yes,Yes,0422-280820,"608, Opposite Gandhipuram Bus Stand, Gandhipuram, Coimbatore - 641083",10:00 AM to 12:00 AM,13,3929
1607,Saravana Bhavan Darbar,RS Puram,Fast Food,$$$,2020,Casual,4.2,"Chicken Burger, French Fries, Wrap",Yes,Yes,Yes,0422-203742,"525, Near Race Course, RS Puram, Coimbatore - 641031",9:00 AM to 12:00 AM,23,4343
1608,Buhari Hotel Sweet Shop,Chinniampalayam,South Indian,$$$,3423,Traditional,3.9,"Idli Sambar, Uttapam",Yes,Yes,No,0422-200110,"675, Main Road, Chinniampalayam, Coimbatore - 641028",8:00 AM to 10:00 PM,10,2569
1609,Sree Annapoorna,RS Puram,South Indian,$$$,1810,Family-style,3.8,"Bisi Bele Bath, Rava Dosa",Yes,Yes,Yes,0422-291590,"935, Near Race Course, RS Puram, Coimbatore - 641070",10:00 AM to 11:00 PM,23,2038
1610,Barbeque Nation,Gandhipuram,Biryani,$$$$,6857,Family-style,5.0,"Ambur Biryani, Prawn Biryani, Hyderabadi Biryani",Yes,Yes,Yes,0422-245464,"686, Opposite Gandhipuram Bus Stand, Gandhipuram, Coimbatore - 641085",7:00 AM to 10:00 PM,29,1509
1611,Annapoorna Juice Center,Saravanampatti,Biryani,$$$,1890,Casual,4.7,"Mutton Biryani, Ambur Biryani, Egg Biryani, Hyderabadi Biryani",Yes,Yes,Yes,0422-255798,"292, Near Karunya University, Saravanampatti, Coimbatore - 641049",10:00 AM to 12:00 AM,27,3987
1612,Sri Krishna Sweets Juice Center,Gopalapuram,South Indian,$$,1154,Family-style,4.2,"Kesari Bath, Idli Sambar",No,Yes,Yes,0422-201602,"165, Main Road, Gopalapuram, Coimbatore - 641050",8:00 AM to 12:00 AM,17,3195
1613,Rasam Juice Center,Gandhipuram,Andhra,$$,1064,Traditional,4.4,"Pulihora, Royyala Iguru",No,Yes,Yes,0422-265806,"800, Opposite Gandhipuram Bus Stand, Gandhipuram, Coimbatore - 641070",9:00 AM to 12:00 AM,12,964
1614,Cascade Cafe,Karumathampatti,Biryani,$,401,Family-style,3.7,"Hyderabadi Biryani, Veg Biryani, Prawn Biryani",Yes,Yes,Yes,0422-260917,"289, Main Road, Karumathampatti, Coimbatore - 641015",7:00 AM to 11:00 PM,15,3057
1615,Noodle Bar Sweet Shop,Saibaba Colony,South Indian,$$$,2166,Casual,5.0,"Bisi Bele Bath, Uttapam",Yes,Yes,No,0422-204668,"115, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641055",7:00 AM to 12:00 AM,24,3295
1616,Copper Chimney,Gandhipuram,North Indian,$$,1795,Family-style,4.4,"Rogan Josh, Naan, Tandoori Chicken",Yes,Yes,Yes,0422-296034,"583, Near Brookefields Mall, Gandhipuram, Coimbatore - 641068",7:00 AM to 10:00 PM,11,3103
1617,Anjappar Juice Center,Saibaba Colony,South Indian,$$$,2418,Family-style,4.4,"Idli Sambar, Rava Dosa, Kesari Bath, Filter Coffee",No,Yes,No,0422-285576,"905, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641020",10:00 AM to 10:00 PM,26,1619
1618,Taste of Kerala Family Restaurant,Perur,Chettinad,$$,1284,Casual,4.5,"Fish Fry, Prawn Masala",Yes,Yes,Yes,0422-224341,"284, Main Road, Perur, Coimbatore - 641074",7:00 AM to 12:00 AM,13,1534
1619,Sree Annapoorna Grill,Peelamedu,Kerala,$$,1609,Modern,4.4,"Beef Fry, Puttu Kadala, Kerala Sadya",Yes,Yes,No,0422-242547,"66, Near Airport, Peelamedu, Coimbatore - 641088",9:00 AM to 12:00 AM,23,3823
1620,Cascade Darbar,Saibaba Colony,Chettinad,$$$$,4809,Casual,4.5,"Fish Fry, Kola Urundai",Yes,Yes,Yes,0422-227608,"715, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641031",10:00 AM to 11:00 PM,13,314
1621,A2B,Ukkadam,Kerala,$$,1178,Casual,3.9,"Appam Stew, Malabar Parotta, Kerala Sadya",Yes,Yes,Yes,0422-220434,"640, Main Road, Ukkadam, Coimbatore - 641084",8:00 AM to 12:00 AM,12,4677
1622,Arya Bhavan,Perianaickenpalayam,Chinese,$$,934,Casual,4.4,"Schezwan Fried Rice, American Chopsuey, Chilli Chicken",Yes,Yes,Yes,0422-227696,"114, Main Road, Perianaickenpalayam, Coimbatore - 641083",9:00 AM to 10:00 PM,28,1353
1623,Aasai Hotel Grill,Karumathampatti,Biryani,$,442,Casual,5.0,"Egg Biryani, Veg Biryani",Yes,Yes,Yes,0422-282984,"781, Main Road, Karumathampatti, Coimbatore - 641091",9:00 AM to 12:00 AM,18,4412
1624,Kovai Biryani Center Bakery,Vadavalli,Chinese,$$$,2619,Casual,4.9,"Spring Rolls, Dumplings, Manchurian",Yes,Yes,Yes,0422-222579,"700, Main Road, Vadavalli, Coimbatore - 641022",10:00 AM to 12:00 AM,21,3475
1625,Mughal Darbar Family Restaurant,Saravanampatti,Seafood,$,784,Casual,4.8,"Fish & Chips, Fish Curry, Lobster Thermidor, Butter Garlic Prawns",Yes,Yes,Yes,0422-289700,"975, Near Karunya University, Saravanampatti, Coimbatore - 641057",7:00 AM to 12:00 AM,20,3239
1626,Sri Krishna Sweets Barbecue,Vadavalli,Chettinad,$,779,Traditional,4.0,"Karaikudi Mutton, Pepper Chicken",No,Yes,No,0422-204048,"212, Main Road, Vadavalli, Coimbatore - 641083",10:00 AM to 11:00 PM,8,4991
1627,A2B,RS Puram,Chinese,$$$,2126,Casual,4.1,"Hot & Sour Soup, Dumplings",Yes,No,Yes,0422-289394,"417, Near DB Road, RS Puram, Coimbatore - 641076",10:00 AM to 11:00 PM,3,3466
1628,Royal Darbar Restaurant,Kovaipudur,Continental,$$$,2544,Fine Dining,4.3,"Grilled Chicken, Caesar Salad, Fish & Chips, Mushroom Risotto",Yes,Yes,Yes,0422-216260,"107, Main Road, Kovaipudur, Coimbatore - 641028",9:00 AM to 12:00 AM,25,965
1629,Dindigul Thalappakatti Family Restaurant,Saravanampatti,Andhra,$$$,2475,Family-style,4.4,"Pulihora, Andhra Chicken Curry",No,Yes,Yes,0422-232077,"351, Near KMCH Hospital, Saravanampatti, Coimbatore - 641047",10:00 AM to 11:00 PM,26,3739
1630,Buhari Hotel Bhavan,Ukkadam,Andhra,$$,1377,Casual,4.6,"Gongura Mutton, Pulihora",Yes,Yes,No,0422-283085,"313, Main Road, Ukkadam, Coimbatore - 641070",10:00 AM to 12:00 AM,10,1315
1631,Arya Bhavan,Saibaba Colony,Biryani,$$$,2233,Family-style,3.7,"Hyderabadi Biryani, Mutton Biryani, Chicken Biryani",No,No,Yes,0422-266662,"892, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641076",10:00 AM to 11:00 PM,20,1445
1632,Hotel Gowri Krishna Sweet Shop,Saibaba Colony,Seafood,$$$,2875,Family-style,5.0,"Lobster Thermidor, Butter Garlic Prawns, Prawn Masala",Yes,Yes,Yes,0422-208487,"231, Near Coimbatore Institute of Technology, Saibaba Colony, Coimbatore - 641049",8:00 AM to 10:00 PM,5,2329
1633,Haribhavanam,Avinashi Road,Chettinad,$,679,Casual,4.1,"Prawn Masala, Chettinad Chicken, Karaikudi Mutton",Yes,Yes,No,0422-243190,"520, Main Road, Avinashi Road, Coimbatore - 641018",9:00 AM to 12:00 AM,18,4455
1634,Dindigul Thalappakatti,Podanur,Multi-Cuisine,$$,987,Family-style,4.0,"Pasta, Dessert Platter",Yes,Yes,Yes,0422-259777,"182, Main Road, Podanur, Coimbatore - 641015",11:00 AM to 11:00 PM,18,2323
1635,Arya Bhavan Bhavan,RS Puram,South Indian,$$$,2299,Family-style,4.1,"Vada, Bisi Bele Bath",Yes,Yes,Yes,0422-206695,"809, Opposite PSG College, RS Puram, Coimbatore - 641091",7:00 AM to 10:00 PM,16,1003
1636,Dindigul Thalappakatti,Singanallur,Chinese,$,597,Family-style,3.5,"Chilli Chicken, American Chopsuey, Hakka Noodles",Yes,Yes,Yes,0422-284230,"200, Main Road, Singanallur, Coimbatore - 641085",11:00 AM to 11:00 PM,1,2112
1637,Copper Chimney Sweet Shop,Saibaba Colony,Biryani,$$$,2889,Casual,4.7,"Prawn Biryani, Hyderabadi Biryani, Ambur Biryani, Veg Biryani",Yes,Yes,Yes,0422-257677,"775, Near PSG Tech, Saibaba Colony, Coimbatore - 641033",10:00 AM to 10:00 PM,11,4224
1638,Anjappar,RS Puram,Chinese,$$$,3106,Family-style,4.5,"American Chopsuey, Spring Rolls",Yes,Yes,No,0422-230382,"315, Near Race Course, RS Puram, Coimbatore - 641074",9:00 AM to 11:00 PM,25,4395
1639,AB's Absolute Barbecues Bhavan,Saibaba Colony,Chinese,$$,975,Traditional,3.7,"Dumplings, American Chopsuey",Yes,Yes,Yes,0422-262098,"610, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641063",9:00 AM to 10:00 PM,30,2203
1640,Dindigul Thalappakatti Bakery,Vadavalli,Chinese,$,517,Family-style,3.7,"Hot & Sour Soup, Schezwan Fried Rice, Spring Rolls",Yes,No,Yes,0422-207249,"992, Main Road, Vadavalli, Coimbatore - 641062",9:00 AM to 12:00 AM,26,1196
1641,Copper Chimney,Avinashi Road,Seafood,$,312,Casual,4.1,"Calamari, Crab Fry, Lobster Thermidor, Fish & Chips",Yes,Yes,Yes,0422-226142,"817, Main Road, Avinashi Road, Coimbatore - 641037",11:00 AM to 12:00 AM,15,2294
1642,Madurai Kumar Mess Darbar,RS Puram,South Indian,$$$$,4523,Casual,5.0,"Filter Coffee, Kesari Bath",Yes,Yes,No,0422-283837,"283, Opposite PSG College, RS Puram, Coimbatore - 641078",9:00 AM to 11:00 PM,30,2378
1643,McDonald's Grill,Gandhipuram,South Indian,$$$,2950,Casual,4.4,"Uttapam, Vada",Yes,Yes,Yes,0422-234172,"544, Near Brookefields Mall, Gandhipuram, Coimbatore - 641047",7:00 AM to 10:00 PM,25,607
1644,The French Door Barbecue,Avinashi Road,Multi-Cuisine,$$,1279,Casual,3.6,"Grilled Chicken, Pasta",Yes,Yes,Yes,0422-233951,"262, Main Road, Avinashi Road, Coimbatore - 641087",7:00 AM to 10:00 PM,4,3415
1645,Sri Sabareesh Hotel,Thudiyalur,Chinese,$$$,1865,Modern,4.3,"Hot & Sour Soup, Hakka Noodles, Chilli Chicken, Schezwan Fried Rice",Yes,Yes,Yes,0422-237047,"589, Main Road, Thudiyalur, Coimbatore - 641052",7:00 AM to 12:00 AM,3,4680
1646,Junior Kuppanna,Ukkadam,South Indian,$$$,3339,Casual,4.3,"Kesari Bath, Vada",Yes,Yes,Yes,0422-296853,"156, Main Road, Ukkadam, Coimbatore - 641093",9:00 AM to 10:00 PM,6,4762
1647,Noodle Bar Restaurant,Ukkadam,North Indian,$$,819,Casual,3.1,"Butter Chicken, Chole Bhature, Biryani",Yes,Yes,Yes,0422-276595,"691, Main Road, Ukkadam, Coimbatore - 641051",11:00 AM to 11:00 PM,21,1691
1648,Sree Gowri Shankar Bhavan,Ukkadam,Biryani,$,392,Casual,4.2,"Mutton Biryani, Prawn Biryani",Yes,Yes,No,0422-216688,"554, Main Road, Ukkadam, Coimbatore - 641054",7:00 AM to 11:00 PM,28,2633
1649,Junior Kuppanna,Saibaba Colony,Non-Vegetarian,$$,827,Casual,4.1,"Mutton Curry, Mutton Korma, Fish Fry",Yes,Yes,Yes,0422-249166,"455, Near PSG Tech, Saibaba Colony, Coimbatore - 641036",10:00 AM to 10:00 PM,15,3642
1650,A2B Cafe,RS Puram,Chinese,$$$$,5503,Traditional,4.8,"Manchurian, American Chopsuey, Dumplings, Hakka Noodles",Yes,Yes,Yes,0422-227568,"819, Near Race Course, RS Puram, Coimbatore - 641074",9:00 AM to 11:00 PM,9,4217
1651,Barbeque Nation,Singanallur,South Indian,$$,1768,Casual,4.9,"Rava Dosa, Bisi Bele Bath",No,Yes,Yes,0422-230062,"719, Main Road, Singanallur, Coimbatore - 641020",10:00 AM to 11:00 PM,1,2300
1652,AB's Absolute Barbecues,Kovaipudur,Andhra,$,655,Family-style,4.7,"Andhra Chicken Curry, Gongura Mutton, Gutti Vankaya, Pesarattu",No,Yes,No,0422-296973,"677, Main Road, Kovaipudur, Coimbatore - 641047",9:00 AM to 12:00 AM,14,1340
1653,Dindigul Thalappakatti Kitchen,RS Puram,Chinese,$$,1309,Casual,4.2,"Spring Rolls, Hakka Noodles",Yes,Yes,Yes,0422-281515,"30, Opposite PSG College, RS Puram, Coimbatore - 641013",9:00 AM to 10:00 PM,29,3904
1654,Junior Kuppanna Juice Center,Vadavalli,South Indian,$$$,1830,Casual,4.0,"Bisi Bele Bath, Pongal, Idli Sambar, Masala Dosa",Yes,Yes,No,0422-262349,"476, Main Road, Vadavalli, Coimbatore - 641063",11:00 AM to 11:00 PM,5,4991
1655,KFC Bhavan,Gandhipuram,Fast Food,$$,1289,Casual,5.0,"Fried Chicken, Wrap, Hot Dog, Chicken Burger",Yes,Yes,No,0422-267467,"825, Near Lakshmi Mills, Gandhipuram, Coimbatore - 641028",8:00 AM to 12:00 AM,3,826
1656,Domino's Family Restaurant,Peelamedu,Andhra,$,798,Family-style,4.2,"Pesarattu, Pulihora, Gutti Vankaya, Royyala Iguru",Yes,Yes,Yes,0422-234960,"336, Near Airport, Peelamedu, Coimbatore - 641064",9:00 AM to 12:00 AM,5,4796
1657,Cascade Hotel,Vadavalli,Biryani,$$$,3099,Casual,4.4,"Chicken Biryani, Mutton Biryani",Yes,Yes,Yes,0422-274984,"493, Main Road, Vadavalli, Coimbatore - 641071",9:00 AM to 10:00 PM,21,4778
1658,KFC Barbecue,Perur,Chinese,$,430,Casual,4.2,"Hot & Sour Soup, Spring Rolls, Manchurian",Yes,Yes,Yes,0422-212648,"685, Main Road, Perur, Coimbatore - 641053",11:00 AM to 11:00 PM,3,3043
1659,Anjappar Family Restaurant,Gandhipuram,Chinese,$$$$,6419,Casual,4.6,"Manchurian, Chilli Chicken",Yes,Yes,Yes,0422-210874,"187, Near Brookefields Mall, Gandhipuram, Coimbatore - 641060",11:00 AM to 10:00 PM,5,1867
1660,Sri Sabareesh Bhavan,RS Puram,Biryani,$$$,2904,Casual,4.4,"Veg Biryani, Chicken Biryani, Ambur Biryani, Prawn Biryani",Yes,Yes,Yes,0422-213125,"170, Near DB Road, RS Puram, Coimbatore - 641091",11:00 AM to 10:00 PM,27,1295
1661,Barbeque Nation Fast Food,Gopalapuram,Italian,$,797,Family-style,4.0,"Garlic Bread, Risotto, Carbonara",Yes,Yes,Yes,0422-239320,"1, Main Road, Gopalapuram, Coimbatore - 641019",9:00 AM to 12:00 AM,18,2602
1662,Arya Bhavan Hotel,Avinashi Road,South Indian,$$$,3484,Casual,4.2,"Pongal, Kesari Bath",Yes,Yes,Yes,0422-251280,"806, Main Road, Avinashi Road, Coimbatore - 641030",10:00 AM to 11:00 PM,19,1634
1663,Arya Bhavan,Peelamedu,North Indian,$,599,Modern,4.2,"Paneer Butter Masala, Dal Makhani, Rogan Josh",No,Yes,Yes,0422-299691,"12, Opposite CIT College, Peelamedu, Coimbatore - 641091",7:00 AM to 12:00 AM,10,4344
1664,Rasam Barbecue,Saibaba Colony,South Indian,$$,957,Casual,4.0,"Bisi Bele Bath, Kesari Bath",Yes,Yes,Yes,0422-235665,"391, Near PSG Tech, Saibaba Colony, Coimbatore - 641042",7:00 AM to 12:00 AM,15,3539
1665,Rathna Cafe Bakery,Kovaipudur,Chettinad,$,791,Family-style,3.9,"Chettinad Chicken, Prawn Masala",Yes,Yes,Yes,0422-291959,"987, Main Road, Kovaipudur, Coimbatore - 641065",10:00 AM to 10:00 PM,21,911
1666,Burger King Fast Food,Peelamedu,Bakery & Cafe,$,342,Cafe-style,4.2,"Tea, Pastry, Croissant",Yes,Yes,Yes,0422-229017,"445, Near Hope College, Peelamedu, Coimbatore - 641095",9:00 AM to 10:00 PM,25,4046
1667,Sri Sabareesh Juice Center,Vadavalli,Chettinad,$,594,Casual,4.1,"Prawn Masala, Chettinad Chicken",Yes,Yes,Yes,0422-292970,"926, Main Road, Vadavalli, Coimbatore - 641087",10:00 AM to 11:00 PM,23,376
1668,Sree Gowri Shankar Hotel,Thudiyalur,North Indian,$$$,2961,Casual,5.0,"Rogan Josh, Dal Makhani, Butter Chicken, Paneer Butter Masala",Yes,Yes,No,0422-254020,"822, Main Road, Thudiyalur, Coimbatore - 641013",10:00 AM to 11:00 PM,12,2868
1669,Barbeque Nation,Kuniyamuthur,North Indian,$,407,Family-style,3.1,"Chole Bhature, Rogan Josh, Paneer Butter Masala",Yes,Yes,Yes,0422-298739,"357, Main Road, Kuniyamuthur, Coimbatore - 641032",10:00 AM to 10:00 PM,11,2931
1670,Pizza Hut Sweet Shop,Avinashi Road,Chettinad,$$$,3109,Family-style,4.8,"Kola Urundai, Chettinad Chicken",Yes,Yes,Yes,0422-226496,"272, Main Road, Avinashi Road, Coimbatore - 641072",9:00 AM to 11:00 PM,26,3636
1671,McDonald's Restaurant,Avinashi Road,Vegetarian,$,575,Casual,4.7,"Vegetable Biryani, Aloo Gobi, Palak Paneer, Mushroom Masala",Yes,Yes,No,0422-293279,"613, Main Road, Avinashi Road, Coimbatore - 641094",10:00 AM to 11:00 PM,5,2836
1672,Anjappar Bakery,Saravanampatti,Italian,$$,1253,Traditional,3.4,"Tiramisu, Pasta Alfredo",Yes,Yes,Yes,0422-203454,"230, Near KMCH Hospital, Saravanampatti, Coimbatore - 641098",8:00 AM to 10:00 PM,29,1900
1673,Arya Bhavan,Thudiyalur,Chinese,$,524,Family-style,4.1,"American Chopsuey, Dumplings",Yes,Yes,Yes,0422-267970,"595, Main Road, Thudiyalur, Coimbatore - 641061",11:00 AM to 11:00 PM,24,2192
1674,KFC Grill,Karumathampatti,Andhra,$,482,Casual,4.1,"Pulihora, Gutti Vankaya",Yes,Yes,Yes,0422-292069,"253, Main Road, Karumathampatti, Coimbatore - 641078",11:00 AM to 10:00 PM,4,4207
1675,AB's Absolute Barbecues,Ukkadam,Andhra,$$,1075,Family-style,3.6,"Pulihora, Gutti Vankaya, Gongura Mutton, Royyala Iguru",No,Yes,Yes,0422-257171,"67, Main Road, Ukkadam, Coimbatore - 641031",7:00 AM to 12:00 AM,15,4629
1676,Dindigul Thalappakatti Cafe,Kovaipudur,Kerala,$$,1383,Casual,3.9,"Fish Curry, Beef Fry",Yes,No,Yes,0422-256469,"722, Main Road, Kovaipudur, Coimbatore - 641027",10:00 AM to 10:00 PM,22,3753
1677,Pizza Hut Grill,Avinashi Road,North Indian,$,327,Traditional,3.8,"Dal Makhani, Rogan Josh, Butter Chicken, Chole Bhature",Yes,Yes,Yes,0422-280458,"66, Main Road, Avinashi Road, Coimbatore - 641077",10:00 AM to 12:00 AM,6,1644
1678,Copper Chimney Kitchen,Saibaba Colony,North Indian,$,348,Modern,4.9,"Paneer Butter Masala, Naan, Butter Chicken",Yes,Yes,Yes,0422-253421,"714, Near Coimbatore Institute of Technology, Saibaba Colony, Coimbatore - 641070",8:00 AM to 11:00 PM,6,835
1679,KFC Darbar,RS Puram,North Indian,$,479,Modern,4.7,"Rogan Josh, Paneer Butter Masala, Tandoori Chicken",Yes,Yes,Yes,0422-268664,"21, Opposite PSG College, RS Puram, Coimbatore - 641087",7:00 AM to 12:00 AM,2,3106
1680,Annapoorna Restaurant,Gandhipuram,South Indian,$$,871,Modern,4.8,"Masala Dosa, Rava Dosa, Filter Coffee",No,Yes,No,0422-228622,"100, Opposite Gandhipuram Bus Stand, Gandhipuram, Coimbatore - 641097",8:00 AM to 12:00 AM,12,4752
1681,Copper Chimney Bhavan,Saravanampatti,South Indian,$$$,3425,Modern,4.7,"Masala Dosa, Bisi Bele Bath, Uttapam",Yes,Yes,No,0422-245751,"185, Near Kovai Medical Center, Saravanampatti, Coimbatore - 641085",11:00 AM to 10:00 PM,29,866
1682,Saravana Bhavan Barbecue,Saibaba Colony,Chinese,$$$$,6239,Family-style,3.9,"Dumplings, American Chopsuey, Schezwan Fried Rice, Hakka Noodles",Yes,Yes,No,0422-264325,"814, Near PSG Tech, Saibaba Colony, Coimbatore - 641061",7:00 AM to 11:00 PM,2,3985
1683,Coimbatore Palace Mess,Sitra,Fast Food,$$,1376,Casual,4.0,"Fried Chicken, Wrap",Yes,Yes,Yes,0422-226336,"290, Main Road, Sitra, Coimbatore - 641051",8:00 AM to 11:00 PM,25,1672
1684,Cascade Cafe,Saibaba Colony,North Indian,$$,1295,Family-style,4.4,"Paneer Butter Masala, Naan, Chole Bhature",Yes,Yes,Yes,0422-289660,"57, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641077",7:00 AM to 10:00 PM,3,2565
1685,Copper Chimney Sweet Shop,Avinashi Road,Multi-Cuisine,$$,992,Casual,3.7,"Thali, Mocktails, Pasta, Biryani",Yes,Yes,Yes,0422-256859,"757, Main Road, Avinashi Road, Coimbatore - 641075",11:00 AM to 10:00 PM,17,3087
1686,A2B,Gandhipuram,Kerala,$$$$,3798,Traditional,4.8,"Fish Curry, Beef Fry",Yes,Yes,Yes,0422-205928,"211, Opposite Gandhipuram Bus Stand, Gandhipuram, Coimbatore - 641098",7:00 AM to 11:00 PM,1,2019
